location_id,year_id,mean_value
14,1989,0.32262486
14,1990,0.334014369
14,1991,0.346418914
14,1992,0.3598056
14,1993,0.373840837
14,1994,0.38863189
14,1995,0.403872293
14,1996,0.419671082
14,1997,0.435804108
14,1998,0.451533927
14,1999,0.466229857
14,2000,0.479842249
14,2001,0.491828069
14,2002,0.502949516
14,2003,0.513774342
14,2004,0.524094464
14,2005,0.532291043
14,2006,0.541772426
14,2007,0.551285911
14,2008,0.560687394
14,2009,0.568555529
14,2010,0.576605507
14,2011,0.585114376
14,2012,0.593310704
14,2013,0.60153461
14,2014,0.609860147
14,2015,0.617796718
14,2016,0.625293444
14,2017,0.632289349
14,2018,0.638795311
14,2019,0.644993599
14,2020,0.646876637
14,2021,0.65092303
14,2022,0.65572317
14,2023,0.660888616
15,1950,0.143102548
15,1951,0.148733763
15,1952,0.151643038
15,1953,0.154052628
15,1954,0.154868088
15,1955,0.157537269
15,1956,0.16066927
15,1957,0.164079239
15,1958,0.166693792
15,1959,0.170896002
15,1960,0.175098392
15,1961,0.178932072
15,1962,0.183195026
15,1963,0.187776836
15,1964,0.191534192
15,1965,0.195131945
15,1966,0.198307808
15,1967,0.200844231
15,1968,0.203760322
15,1969,0.20676772
15,1970,0.2100608
15,1971,0.213357887
15,1972,0.216368627
15,1973,0.219406522
15,1974,0.222945846
15,1975,0.226938183
15,1976,0.231596072
15,1977,0.236841757
15,1978,0.242725426
15,1979,0.249218976
15,1980,0.256642937
15,1981,0.26468767
15,1982,0.27331666
15,1983,0.282432747
15,1984,0.291679168
15,1985,0.300434151
15,1986,0.308168575
15,1987,0.314429341
15,1988,0.318641695
15,1989,0.322415913
15,1990,0.325768673
15,1991,0.328462164
15,1992,0.331951956
15,1993,0.335891684
15,1994,0.340469034
15,1995,0.345684677
15,1996,0.351249663
15,1997,0.35693388
15,1998,0.362666601
15,1999,0.368986902
15,2000,0.376161099
15,2001,0.383897614
15,2002,0.392119467
15,2003,0.40105101
15,2004,0.410530652
15,2005,0.420319288
15,2006,0.430046557
15,2007,0.439426857
15,2008,0.447945784
15,2009,0.455906456
15,2010,0.463434344
15,2011,0.470286227
15,2012,0.475830761
15,2013,0.482321405
15,2014,0.48868152
15,2015,0.494765578
15,2016,0.500553392
15,2017,0.506285898
15,2018,0.51217775
15,2019,0.518005127
15,2020,0.522942113
15,2021,0.526046894
15,2022,0.529080851
15,2023,0.532025372
16,1950,0.329384683
16,1951,0.333774871
16,1952,0.337961663
16,1953,0.342716217
16,1954,0.347463163
16,1955,0.352305348
16,1956,0.357149743
16,1957,0.361958394
16,1958,0.36661017
16,1959,0.371557004
16,1960,0.376290389
16,1961,0.380989726
16,1962,0.38572512
16,1963,0.390671544
16,1964,0.395537513
16,1965,0.400461014
16,1966,0.405294278
16,1967,0.410111326
16,1968,0.414938879
16,1969,0.419903633
16,1970,0.424898497
16,1971,0.429916295
16,1972,0.435018274
16,1973,0.440576689
16,1974,0.446021719
16,1975,0.451365815
16,1976,0.456878422
16,1977,0.462420728
16,1978,0.467925932
16,1979,0.473460714
16,1980,0.479123174
16,1981,0.484577562
16,1982,0.489901968
16,1983,0.494706181
16,1984,0.498079571
16,1985,0.500276657
16,1986,0.502515764
16,1987,0.505103131
16,1988,0.508285082
16,1989,0.512017015
16,1990,0.515982065
16,1991,0.519653959
16,1992,0.523280061
16,1993,0.527012682
16,1994,0.531126224
16,1995,0.535421564
16,1996,0.539646404
16,1997,0.543273451
16,1998,0.546054386
16,1999,0.548635928
16,2000,0.551173908
16,2001,0.553299307
16,2002,0.555236642
16,2003,0.556987022
16,2004,0.558661379
16,2005,0.560211079
16,2006,0.56199045
16,2007,0.564212299
16,2008,0.566956716
16,2009,0.570030549
16,2010,0.574283166
16,2011,0.57973768
16,2012,0.586592687
16,2013,0.594047012
16,2014,0.601998317
16,2015,0.61031034
16,2016,0.618962729
16,2017,0.627811332
16,2018,0.636551771
16,2019,0.64524944
16,2020,0.651748105
16,2021,0.65787241
16,2022,0.663855573
16,2023,0.669416191
17,1950,0.366169299
17,1951,0.371527627
17,1952,0.375220413
17,1953,0.379333578
17,1954,0.384021378
17,1955,0.388542854
17,1956,0.392028273
17,1957,0.395650145
17,1958,0.399795303
17,1959,0.404259584
17,1960,0.408321686
17,1961,0.411674206
17,1962,0.415681747
17,1963,0.420227429
17,1964,0.425519482
17,1965,0.431168069
17,1966,0.43694918
17,1967,0.443109352
17,1968,0.449415157
17,1969,0.455133304
17,1970,0.459345382
17,1971,0.461437949
17,1972,0.462057244
17,1973,0.462269627
17,1974,0.462684697
17,1975,0.465248922
17,1976,0.469896007
17,1977,0.474836221
17,1978,0.479368576
17,1979,0.482920867
17,1980,0.486180097
17,1981,0.490037664
17,1982,0.494552521
17,1983,0.49975732
17,1984,0.505865321
17,1985,0.512640587
17,1986,0.519604245
17,1987,0.52616808
17,1988,0.532186875
17,1989,0.537700146
17,1990,0.543049369
17,1991,0.548434823
17,1992,0.553365943
17,1993,0.558916517
17,1994,0.565018773
17,1995,0.571281311
17,1996,0.577959594
17,1997,0.584654391
17,1998,0.590289369
